RA,Nome,Fase,Turma,Ano_Dados,Ano_nasc,Idade,Genero,Ano_ingresso,Instituicao_de_ensino,Pedra,INDE,Cg,Cf,Ct,N_Av,Avaliador1,Rec_Av1,Avaliador2,Rec_Av2,Avaliador3,Rec_Av3,Avaliador4,Rec_Av4,IAA,IEG,IPS,IPP,Rec_Psicologia,IDA,Mat,Por,Ing,Indicado,Atingiu_PV,IPV,IAN,Fase_Ideal,Defasagem,Destaque_IEG,Destaque_IDA,Destaque_IPV
RA-757,Aluno-757,1,1K,2024,2013,11,,2022,Pública,Ametista,7.938842857200001,,,,2.0,Avaliador-15,,Avaliador-2,,,,,,9.502,9.285714286,7.51,8.125,,7.0,6.5,7.5,,,,8.34,5.0,Fase 2 (5° e 6° ano),-1,,,
RA-76,Aluno-76,7,7E,2024,2007,16,,2021,Privada *Parcerias com Bolsa 100%,Topázio,8.152033333333334,,,,0.0,,,,,,,,,10.002,9.0,6.885,7.5,,7.066666666666666,7.3,7.8,6.1,,,7.5,10.0,Fase 5 (1° EM),2,,,
RA-760,Aluno-760,3,3M,2024,2011,13,,2021,Pública,Agata,6.942581818200001,,,,5.0,Avaliador-20,,Avaliador-21,,Avaliador-17,,Avaliador-26,,9.168,7.090909091,7.51,6.25,,5.0,2.5,3.5,9.0,,,6.158,10.0,Fase 3 (7° e 8° ano),0,,,
RA-761,Aluno-761,2,2M,2024,2013,11,,2022,Pública,Topázio,8.174593939300001,,,,3.0,Avaliador-20,,Avaliador-19,,Avaliador-2,,,,8.502,8.8636363635,6.26,8.75,,7.25,8.0,6.5,,,,8.003333333,10.0,Fase 2 (5° e 6° ano),0,,,
RA-762,Aluno-762,2,2K,2024,2010,14,,2022,Pública,Quartzo,5.9677326087,,,,4.0,Avaliador-17,,Avaliador-19,,Avaliador-25,,Avaliador-2,,10.002,6.4239130435,6.26,6.5625,,3.75,4.0,3.5,,,,5.7525,5.0,Fase 4 (9° ano),-2,,,
RA-763,Aluno-763,1,1N,2024,2012,11,,2021,Pública,Agata,6.984760606,,,,2.0,Avaliador-15,,Avaliador-2,,,,,,9.002,8.8636363635,6.26,7.708333333,,5.25,6.5,4.0,,,,6.825,5.0,Fase 2 (5° e 6° ano),-1,,,
RA-764,Aluno-764,2,2N,2024,2014,10,,2022,Privada,Ametista,7.838370289900001,,,,3.0,Avaliador-20,,Avaliador-19,,Avaliador-2,,,,8.002,7.8804347825,7.51,8.4375,,6.0,3.0,9.0,,,,8.336666667,10.0,Fase 2 (5° e 6° ano),0,,,
RA-767,Aluno-767,1,1L,2024,2012,12,,2021,Pública,Topázio,8.131890476200002,,,,2.0,Avaliador-15,,Avaliador-2,,,,,,9.502,9.0476190475,7.51,8.541666667,,8.25,8.5,8.0,,,,8.085,5.0,Fase 3 (7° e 8° ano),-2,,,
RA-768,Aluno-768,1,1N,2024,2012,12,,2021,Pública,Ametista,7.0345379447,,,,2.0,Avaliador-15,,Avaliador-2,,,,,,9.002,7.9841897235,6.26,8.125,,5.5,6.0,5.0,,,,7.495,5.0,Fase 2 (5° e 6° ano),-1,,,
RA-769,Aluno-769,1,1K,2024,2013,11,,2022,Pública,Ametista,7.099342857200002,,,,2.0,Avaliador-15,,Avaliador-2,,,,,,10.002,5.9523809525,7.51,7.916666667,,6.0,6.0,6.0,,,,8.33,5.0,Fase 2 (5° e 6° ano),-1,,,
RA-770,Aluno-770,0,ALFA U - G2/G3,2024,2015,9,,2022,Pública,Ametista,7.3057112782,,,,2.0,Avaliador-3,,Avaliador-13,,,,,,10.002,9.022556391,7.51,7.5,,5.0,4.0,6.0,,,,7.5,5.0,Fase 1 (3° e 4° ano),-1,,,
RA-771,Aluno-771,0,ALFA N - G2/G3,2024,2015,9,,2022,Pública,Agata,6.066009523800001,,,,2.0,Avaliador-13,,Avaliador-2,,,,,,8.502,6.619047619,3.135,5.625,,6.5,6.5,6.5,,,,6.08,5.0,Fase 1 (3° e 4° ano),-1,,,
RA-773,Aluno-773,0,ALFA L - G2/G3,2024,2013,10,,2022,Pública,Agata,6.566200000000001,,,,2.0,Avaliador-12,,Avaliador-13,,,,,,10.002,8.75,2.51,7.5,,5.0,8.0,2.0,,,,6.575,5.0,Fase 2 (5° e 6° ano),-2,,,
RA-774,Aluno-774,0,ALFA N - G2/G3,2024,2014,10,,2022,Pública,Quartzo,5.685771428600001,,,,2.0,Avaliador-13,,Avaliador-2,,,,,,10.002,6.3928571430000005,2.51,6.25,,3.75,2.0,5.5,,,,6.405,5.0,Fase 1 (3° e 4° ano),-1,,,
RA-776,Aluno-776,1,1K,2024,2013,11,,2022,Pública,Quartzo,5.178509523800001,,,,2.0,Avaliador-15,,Avaliador-2,,,,,,7.917,5.9523809525,5.63,8.333333333,,0.0,0.0,0.0,,,,6.5,5.0,Fase 2 (5° e 6° ano),-1,,,
RA-777,Aluno-777,2,2N,2024,2014,10,,2022,Pública,Ametista,7.563515408100001,,,,3.0,Avaliador-20,,Avaliador-19,,Avaliador-2,,,,8.002,8.7757437075,7.51,8.125,,4.5,3.5,5.5,,,,7.723333333,10.0,Fase 2 (5° e 6° ano),0,,,
RA-778,Aluno-778,2,2K,2024,2013,11,,2021,Pública,Topázio,8.0754139589,,,,4.0,Avaliador-17,,Avaliador-19,,Avaliador-25,,Avaliador-2,,10.002,8.1235697945,7.51,7.5,,7.0,5.0,9.0,,,,7.7475,10.0,Fase 2 (5° e 6° ano),0,,,
RA-78,Aluno-78,7,7A,2024,2005,19,,2021,Privada - Programa de Apadrinhamento,Topázio,8.1780308688,,,,3.0,Avaliador-22,,Avaliador-26,,Avaliador-7,,,,8.751,8.028404344,8.755,8.4375,,7.5,6.5,6.0,10.0,,,7.39,10.0,Fase 7 (3° EM),0,,,
RA-780,Aluno-780,1,1L,2024,2013,11,,2022,Pública,Ametista,7.7430333333,,,,2.0,Avaliador-15,,Avaliador-2,,,,,,9.502,10.0,5.63,8.958333333,,6.0,6.0,6.0,,,,8.17,5.0,Fase 2 (5° e 6° ano),-1,,,
RA-781,Aluno-781,2,2N,2024,2013,11,,2021,Pública,Topázio,8.496283333400001,,,,3.0,Avaliador-20,,Avaliador-19,,Avaliador-2,,,,8.002,9.75,7.51,8.4375,,7.25,5.0,9.5,,,,8.506666667,10.0,Fase 2 (5° e 6° ano),0,,,
RA-782,Aluno-782,1,1L,2024,2014,10,,2022,Pública,Topázio,8.1896285714,,,,2.0,Avaliador-15,,Avaliador-2,,,,,,9.502,7.857142856999999,7.51,7.5,,7.75,7.5,8.0,,,,8.085,10.0,Fase 1 (3° e 4° ano),0,,,
RA-784,Aluno-784,2,2M,2024,2013,11,,2022,Privada - Programa de Apadrinhamento,Topázio,8.8857454545,,,,3.0,Avaliador-20,,Avaliador-19,,Avaliador-2,,,,8.002,9.7727272725,5.635,9.375,,8.75,8.0,9.5,,,,9.4,10.0,Fase 2 (5° e 6° ano),0,,,
RA-785,Aluno-785,2,2U,2024,2013,11,,2022,Pública,Topázio,9.1548666666,,,,3.0,Avaliador-19,,Avaliador-25,,Avaliador-2,,,,9.502,10.0,7.51,8.75,,9.0,8.0,10.0,,,,8.893333333,10.0,Fase 2 (5° e 6° ano),0,,,
RA-787,Aluno-787,0,ALFA O - G2/G3,2024,2014,10,,2022,Pública,Ametista,7.73495,,,,2.0,Avaliador-12,,Avaliador-13,,,,,,9.002,9.75,7.51,7.1875,,7.25,10.0,4.5,,,,7.325,5.0,Fase 1 (3° e 4° ano),-1,,,
RA-788,Aluno-788,2,2N,2024,2014,10,,2021,Privada - Programa de Apadrinhamento,Ametista,7.9221068268,,,,3.0,Avaliador-20,,Avaliador-19,,Avaliador-2,,,,8.418,9.519450801,6.26,8.4375,,5.75,4.0,7.5,,,,7.783333333,10.0,Fase 2 (5° e 6° ano),0,,,
RA-789,Aluno-789,1,1L,2024,2015,9,,2022,Pública,Topázio,8.0443904763,,,,2.0,Avaliador-15,,Avaliador-2,,,,,,9.002,9.047619048,7.51,9.166666667,,5.25,5.5,5.0,,,,8.085,10.0,Fase 1 (3° e 4° ano),0,,,
RA-790,Aluno-790,2,2U,2024,2011,13,,2022,Pública,Agata,6.8089355072,,,,3.0,Avaliador-19,,Avaliador-25,,Avaliador-2,,,,7.502,6.811594203,7.51,7.1875,,6.75,4.0,9.5,,,,6.883333333,5.0,Fase 3 (7° e 8° ano),-1,,,
RA-792,Aluno-792,1,1N,2024,2013,11,,2022,Pública,Agata,6.036012253,,,,2.0,Avaliador-15,,Avaliador-2,,,,,,8.502,5.2865612650000005,7.51,8.125,,3.25,6.5,0.0,,,,7.075,5.0,Fase 2 (5° e 6° ano),-1,,,
RA-794,Aluno-794,1,1K,2024,2014,10,,2022,Pública,Ametista,7.145652380900001,,,,2.0,Avaliador-15,,Avaliador-2,,,,,,9.502,6.9047619045,7.51,8.125,,3.0,6.0,0.0,,,,8.255,10.0,Fase 1 (3° e 4° ano),0,,,
RA-795,Aluno-795,1,1L,2024,2014,10,,2022,Pública,Topázio,8.441414285700002,,,,2.0,Avaliador-15,,Avaliador-2,,,,,,9.502,9.761904762,6.26,8.958333333,,9.5,10.0,9.0,,,,8.085,5.0,Fase 2 (5° e 6° ano),-1,,,
RA-796,Aluno-796,2,2P,2024,2012,12,,2022,Pública,Ametista,7.052457703200001,,,,3.0,Avaliador-20,,Avaliador-19,,Avaliador-2,,,,8.502,8.2212885155,7.51,7.916666667,,5.25,3.0,7.5,,,,7.326666667,5.0,Fase 3 (7° e 8° ano),-1,,,
RA-797,Aluno-797,2,2P,2024,2012,12,,2021,Pública,Agata,6.597315151500001,,,,3.0,Avaliador-20,,Avaliador-19,,Avaliador-2,,,,9.168,4.840909091,7.51,6.666666667,,7.25,8.0,6.5,,,,6.723333333,5.0,Fase 3 (7° e 8° ano),-1,,,
RA-798,Aluno-798,2,2R,2024,2012,12,,2022,Pública,Quartzo,4.6743653679,,,,3.0,Avaliador-19,,Avaliador-25,,Avaliador-2,,,,6.834,3.5064935065,7.51,5.0,,4.75,4.0,5.5,,,,2.943333333,5.0,Fase 3 (7° e 8° ano),-1,,,
RA-799,Aluno-799,2,2R,2024,2012,11,,2022,Pública,Ametista,7.702648484900001,,,,3.0,Avaliador-20,,Avaliador-19,,Avaliador-2,,,,7.918,9.090909091,7.51,7.916666667,,5.25,5.0,5.5,,,,7.5,10.0,Fase 2 (5° e 6° ano),0,,,
RA-80,Aluno-80,7,7A,2024,2006,18,,2021,Privada - Programa de Apadrinhamento,Topázio,8.131659175733333,,,,3.0,Avaliador-22,,Avaliador-26,,Avaliador-7,,,,8.751,7.8961292116666675,8.13,8.75,,7.0,5.0,6.0,10.0,,,7.946666667,10.0,Fase 7 (3° EM),0,,,
RA-801,Aluno-801,1,1R,2024,2013,10,,2022,Pública,Agata,6.6752,,,,4.0,Avaliador-18,,Avaliador-17,,Avaliador-15,,Avaliador-2,,9.002,5.75,7.51,6.25,,8.0,7.0,9.0,,,,5.745,5.0,Fase 2 (5° e 6° ano),-1,,,
RA-802,Aluno-802,2,2R,2024,2013,11,,2021,Pública,Ametista,7.831797402499999,,,,3.0,Avaliador-19,,Avaliador-25,,Avaliador-2,,,,7.502,7.012987013,7.51,8.333333333,,8.75,9.0,8.5,,,,6.723333333,10.0,Fase 2 (5° e 6° ano),0,,,
RA-805,Aluno-805,1,1R,2024,2014,10,,2021,Pública,Agata,6.9375869048,,,,4.0,Avaliador-18,,Avaliador-17,,Avaliador-15,,Avaliador-2,,8.502,9.523809524,4.38,7.03125,,6.0,7.0,5.0,,,,6.7075,5.0,Fase 2 (5° e 6° ano),-1,,,
RA-806,Aluno-806,1,1R,2024,2014,10,,2022,Pública,Agata,6.972777380900001,,,,4.0,Avaliador-18,,Avaliador-17,,Avaliador-15,,Avaliador-2,,8.502,6.9047619045,7.51,7.65625,,6.75,6.5,7.0,,,,6.875,5.0,Fase 2 (5° e 6° ano),-1,,,
RA-807,Aluno-807,1,1R,2024,2014,10,,2022,Pública,Ametista,7.797628571400001,,,,4.0,Avaliador-18,,Avaliador-17,,Avaliador-15,,Avaliador-2,,9.002,7.857142856999999,7.51,7.5,,7.0,6.0,8.0,,,,7.125,10.0,Fase 1 (3° e 4° ano),0,,,
RA-808,Aluno-808,1,1R,2024,2014,10,,2022,Pública,Topázio,8.7897,,,,4.0,Avaliador-18,,Avaliador-17,,Avaliador-15,,Avaliador-2,,9.002,10.0,7.51,8.125,,8.75,7.5,10.0,,,,7.88,10.0,Fase 1 (3° e 4° ano),0,,,
RA-81,Aluno-81,6,6L,2024,2008,16,,2021,Privada - Programa de Apadrinhamento,Topázio,8.256566666666668,,,,5.0,Avaliador-23,,Avaliador-24,,Avaliador-26,,Avaliador-1,,9.168,9.333333333333334,6.26,7.875,,7.5,9.0,6.5,7.0,,,7.798,10.0,Fase 6 (2° EM),0,,,
RA-810,Aluno-810,1,1P,2024,2014,10,,2021,Pública,Ametista,7.704770175400001,,,,4.0,Avaliador-3,,Avaliador-18,,Avaliador-17,,Avaliador-15,,7.502,9.4736842105,5.635,6.458333333,,9.0,8.0,10.0,,,,7.7525,5.0,Fase 2 (5° e 6° ano),-1,,,
RA-814,Aluno-814,2,2P,2024,2013,11,,2022,Pública,Ametista,7.971648484800001,,,,3.0,Avaliador-20,,Avaliador-19,,Avaliador-2,,,,7.418,9.090909091,7.51,7.5,,7.5,8.0,7.0,,,,7.053333333,10.0,Fase 2 (5° e 6° ano),0,,,
RA-816,Aluno-816,2,2P,2024,2013,11,,2022,Privada - Programa de Apadrinhamento,Topázio,8.929745454599999,,,,3.0,Avaliador-20,,Avaliador-19,,Avaliador-2,,,,7.002,9.7727272725,7.51,9.166666667,,9.25,8.5,10.0,,,,8.786666667,10.0,Fase 2 (5° e 6° ano),0,,,
RA-819,Aluno-819,2,2U,2024,2014,10,,2022,Pública,Topázio,8.652552484400001,,,,3.0,Avaliador-19,,Avaliador-25,,Avaliador-2,,,,10.002,7.784679089,7.51,8.4375,,9.0,8.0,10.0,,,,8.503333333,10.0,Fase 1 (3° e 4° ano),1,,,
RA-820,Aluno-820,2,2I,2024,2013,11,,2022,Pública,Ametista,7.426572549100001,,,,3.0,Avaliador-19,,Avaliador-17,,Avaliador-2,,,,10.002,6.573529412,7.51,8.333333333,,6.25,6.0,6.5,,,,6.386666667,10.0,Fase 2 (5° e 6° ano),0,,,
RA-821,Aluno-821,2,2A,2024,2012,11,,2022,Pública,Agata,6.643866666600001,,,,3.0,Avaliador-19,,Avaliador-5,,Avaliador-2,,,,8.502,5.9166666665,7.51,6.666666667,,4.25,4.5,4.0,,,,6.713333333,10.0,Fase 2 (5° e 6° ano),0,,,
RA-822,Aluno-822,1,1H,2024,2012,12,,2022,Pública,Quartzo,5.2645678524,,,,3.0,Avaliador-3,,Avaliador-16,,Avaliador-15,,,,0.0,4.6245059285,5.01,6.666666667,,6.75,7.5,6.0,,,,6.61,5.0,Fase 3 (7° e 8° ano),-2,,,
RA-826,Aluno-826,1,1L,2024,2014,10,,2022,Pública,Ametista,7.9442,,,,2.0,Avaliador-15,,Avaliador-2,,,,,,10.002,10.0,6.26,7.5,,6.75,5.5,8.0,,,,8.59,5.0,Fase 2 (5° e 6° ano),-1,,,
RA-827,Aluno-827,2,2K,2024,2012,12,,2022,Pública,Topázio,8.2483467391,,,,4.0,Avaliador-17,,Avaliador-19,,Avaliador-25,,Avaliador-2,,10.002,9.7826086955,5.01,7.65625,,7.25,6.0,8.5,,,,7.875,10.0,Fase 2 (5° e 6° ano),0,,,
RA-829,Aluno-829,2,2K,2024,2014,10,,2022,Privada - Programa de Apadrinhamento,Topázio,9.171825000000002,,,,4.0,Avaliador-17,,Avaliador-19,,Avaliador-25,,Avaliador-2,,9.502,9.75,9.38,8.90625,,8.0,6.0,10.0,,,,9.215,10.0,Fase 1 (3° e 4° ano),1,,,
RA-830,Aluno-830,1,1L,2024,2013,11,,2022,Pública,Ametista,7.1373428571,,,,2.0,Avaliador-15,,Avaliador-2,,,,,,9.002,7.619047619,5.63,8.333333333,,6.75,6.5,7.0,,,,7.335,5.0,Fase 2 (5° e 6° ano),-1,,,
RA-831,Aluno-831,1,1K,2024,2013,10,,2022,Pública,Topázio,8.0066285715,,,,2.0,Avaliador-15,,Avaliador-2,,,,,,10.002,9.523809524,6.26,7.916666667,,7.75,6.5,9.0,,,,8.17,5.0,Fase 2 (5° e 6° ano),-1,,,
RA-832,Aluno-832,2,2U,2024,2013,11,,2022,Pública,Topázio,8.2403304348,,,,3.0,Avaliador-19,,Avaliador-25,,Avaliador-2,,,,9.002,8.695652174,7.51,7.5,,8.0,7.0,9.0,,,,7.5,10.0,Fase 2 (5° e 6° ano),0,,,
RA-833,Aluno-833,2,2U,2024,2013,11,,2022,Pública,Topázio,8.5184577641,,,,3.0,Avaliador-19,,Avaliador-25,,Avaliador-2,,,,9.002,9.3271221535,7.51,8.125,,8.0,9.0,7.0,,,,7.946666667,10.0,Fase 2 (5° e 6° ano),0,,,
RA-834,Aluno-834,2,2L,2024,2013,11,,2022,Pública,Topázio,8.513646169700001,,,,3.0,Avaliador-19,,Avaliador-25,,Avaliador-2,,,,8.002,9.109730849,6.26,7.708333333,,8.75,9.0,8.5,,,,8.723333333,10.0,Fase 2 (5° e 6° ano),0,,,
RA-836,Aluno-836,1,1J,2024,2013,11,,2022,Pública,Agata,6.0234537878,,,,4.0,Avaliador-16,,Avaliador-18,,Avaliador-15,,Avaliador-2,,9.502,6.439393939,7.51,7.34375,,2.75,5.5,0.0,,,,6.25,5.0,Fase 2 (5° e 6° ano),-1,,,
RA-837,Aluno-837,2,2G,2024,2014,10,,2022,Pública,Ametista,7.9648467391,,,,4.0,Avaliador-19,,Avaliador-16,,Avaliador-25,,Avaliador-2,,7.502,9.7826086955,6.885,7.03125,,6.75,6.0,7.5,,,,7.5825,10.0,Fase 2 (5° e 6° ano),0,,,
RA-840,Aluno-840,1,1G,2024,2014,10,,2022,Pública,Topázio,8.5912909091,,,,3.0,Avaliador-16,,Avaliador-3,,Avaliador-15,,,,9.502,9.337121212,7.51,8.333333333,,8.0,7.0,9.0,,,,7.946666667,10.0,Fase 1 (3° e 4° ano),0,,,
RA-841,Aluno-841,2,2H,2024,2011,12,,2022,Pública,Agata,6.035771224300001,,,,4.0,Avaliador-19,,Avaliador-17,,Avaliador-25,,Avaliador-2,,10.002,6.3272311215000006,7.51,7.03125,,3.25,4.0,2.5,,,,5.83,5.0,Fase 3 (7° e 8° ano),-1,,,
RA-842,Aluno-842,1,1G,2024,2014,10,,2022,Pública,Ametista,7.072914756400001,,,,3.0,Avaliador-16,,Avaliador-3,,Avaliador-15,,,,8.502,7.549407115,6.26,6.875,,7.5,6.0,9.0,,,,6.996666667,5.0,Fase 2 (5° e 6° ano),-1,,,
RA-847,Aluno-847,1,1D,2024,2013,11,,2022,Pública,Quartzo,5.009290909100001,,,,2.0,Avaliador-3,,Avaliador-15,,,,,,9.002,4.5454545455,5.01,7.5,,1.0,0.0,2.0,,,,6.245,5.0,Fase 2 (5° e 6° ano),-1,,,
RA-85,Aluno-85,5,5N,2024,2007,17,,2022,Pública,Agata,6.999509385733333,,,,3.0,Avaliador-23,,Avaliador-22,,Avaliador-1,,,,8.334,8.668046928999999,3.755,6.25,,7.666666666666667,9.0,4.5,9.5,,,6.993333333,5.0,Fase 7 (3° EM),-2,,,
RA-850,Aluno-850,1,1C,2024,2014,10,,2022,Pública,Ametista,7.864245454500001,,,,2.0,Avaliador-3,,Avaliador-15,,,,,,10.002,9.2727272725,6.255,7.5,,7.75,6.0,9.5,,,,7.92,5.0,Fase 2 (5° e 6° ano),-1,,,
RA-851,Aluno-851,1,1B,2024,2014,10,,2022,Pública,Agata,6.2114602109,,,,3.0,Avaliador-14,,Avaliador-3,,Avaliador-15,,,,9.002,7.3221343875,5.63,5.625,,6.0,5.0,7.0,,,,5.106666667,5.0,Fase 2 (5° e 6° ano),-1,,,
RA-853,Aluno-853,1,1G,2024,2014,10,,2022,Pública,Ametista,7.986866666600001,,,,3.0,Avaliador-16,,Avaliador-3,,Avaliador-15,,,,8.502,9.5833333335,6.26,8.333333333,,6.25,6.5,6.0,,,,7.553333333,10.0,Fase 1 (3° e 4° ano),0,,,
RA-854,Aluno-854,1,1G,2024,2014,9,,2022,Pública,Ametista,7.826199999900001,,,,3.0,Avaliador-16,,Avaliador-3,,Avaliador-15,,,,9.502,10.0,6.26,5.833333333,,7.0,7.0,7.0,,,,6.333333333,10.0,Fase 1 (3° e 4° ano),0,,,
RA-855,Aluno-855,2,2I,2024,2013,10,,2022,Pública,Topázio,8.578533333400001,,,,3.0,Avaliador-19,,Avaliador-17,,Avaliador-2,,,,9.002,10.0,7.51,7.5,,8.5,9.0,8.0,,,,7.386666667,10.0,Fase 2 (5° e 6° ano),0,,,
RA-858,Aluno-858,0,ALFA J - G2/G3,2024,2015,9,,2022,Pública,Agata,6.917866666700001,,,,2.0,Avaliador-3,,Avaliador-13,,,,,,9.002,6.833333333500001,2.51,7.5,,8.25,10.0,6.5,,,,7.5,5.0,Fase 1 (3° e 4° ano),-1,,,
RA-859,Aluno-859,1,1G,2024,2015,9,,2022,Pública,Topázio,8.5817909091,,,,3.0,Avaliador-16,,Avaliador-3,,Avaliador-15,,,,8.002,9.337121212,7.51,8.958333333,,8.0,8.0,8.0,,,,8.336666667,10.0,Fase 1 (3° e 4° ano),0,,,
RA-86,Aluno-86,7,7E,2024,2006,18,,2021,Privada *Parcerias com Bolsa 100%,Ametista,7.611233333266666,,,,0.0,,,,,,,,,6.667,9.704333333,6.57,7.5,,5.483333333333333,6.35,6.3,3.8,,,7.5,10.0,Fase 7 (3° EM),0,,,
RA-860,Aluno-860,1,1G,2024,2015,9,,2022,Pública,Topázio,8.7738666667,,,,3.0,Avaliador-16,,Avaliador-3,,Avaliador-15,,,,9.002,9.7916666665,7.51,8.75,,8.5,8.0,9.0,,,,7.946666667,10.0,Fase 1 (3° e 4° ano),0,,,
RA-861,Aluno-861,0,ALFA B - G2/G3,2024,2015,9,,2023,Pública,Topázio,8.959700000000002,,,,3.0,Avaliador-3,,Avaliador-13,,Avaliador-9,,,,9.502,10.0,7.51,8.125,,10.0,10.0,10.0,,,,9.73,5.0,Fase 1 (3° e 4° ano),-1,,,
RA-862,Aluno-862,0,ALFA B - G2/G3,2024,2014,10,,2023,Pública,Ametista,7.346677272700001,,,,3.0,Avaliador-3,,Avaliador-13,,Avaliador-9,,,,9.002,8.6136363635,7.51,7.1875,,7.5,10.0,5.0,,,,6.27,5.0,Fase 2 (5° e 6° ano),-2,,,
RA-863,Aluno-863,0,ALFA E - G2/G3,2024,2016,8,,2023,Pública,Quartzo,4.6684348484,,,,3.0,Avaliador-3,,Avaliador-13,,Avaliador-9,,,,8.502,3.159090909,2.51,4.6875,,5.5,10.0,1.0,,,,4.333333333,5.0,Fase 1 (3° e 4° ano),-1,,,
RA-867,Aluno-867,0,ALFA B - G2/G3,2024,2015,9,,2023,Pública,Ametista,7.583018181800001,,,,3.0,Avaliador-3,,Avaliador-13,,Avaliador-9,,,,9.002,7.409090909,7.51,7.5,,8.5,10.0,7.0,,,,7.5,5.0,Fase 1 (3° e 4° ano),-1,,,
RA-868,Aluno-868,0,ALFA A - G0/G1,2024,2015,8,,2023,Pública,Ametista,7.156366666600001,,,,3.0,Avaliador-11,,Avaliador-2,,Avaliador-9,,,,8.002,9.75,3.76,6.875,,7.0,8.0,6.0,,,,7.213333333,5.0,Fase 1 (3° e 4° ano),-1,,,
RA-87,Aluno-87,7,7A,2024,2007,17,,2021,Privada - Programa de Apadrinhamento,Topázio,9.437924561333332,,,,3.0,Avaliador-22,,Avaliador-26,,Avaliador-7,,,,8.751,9.649122807,9.375,9.375,,9.166666666666666,10.0,7.5,10.0,,,9.623333333,10.0,Fase 6 (2° EM),1,,,
RA-871,Aluno-871,1,1B,2024,2014,10,,2023,Pública,Ametista,7.291729314799999,,,,3.0,Avaliador-14,,Avaliador-3,,Avaliador-15,,,,8.502,9.328063241,4.38,5.3125,,7.25,6.0,8.5,,,,5.783333333,10.0,Fase 1 (3° e 4° ano),0,,,
RA-873,Aluno-873,1,1B,2024,2012,12,,2023,Pública,Ametista,7.61095,,,,3.0,Avaliador-14,,Avaliador-3,,Avaliador-15,,,,8.002,10.0,6.88,7.1875,,6.75,7.0,6.5,,,,7.77,5.0,Fase 3 (7° e 8° ano),-2,,,
RA-874,Aluno-874,1,1E,2024,2013,10,,2023,Pública,Ametista,7.0235939394,,,,2.0,Avaliador-15,,Avaliador-2,,,,,,9.502,4.696969697,6.26,8.75,,7.75,6.0,9.5,,,,7.915,5.0,Fase 2 (5° e 6° ano),-1,,,
RA-876,Aluno-876,1,1K,2024,2015,9,,2023,Pública,Ametista,7.612057142800001,,,,2.0,Avaliador-15,,Avaliador-2,,,,,,8.502,9.0476190475,7.51,8.333333333,,3.75,7.5,0.0,,,,8.09,10.0,Fase 1 (3° e 4° ano),0,,,
RA-878,Aluno-878,1,1B,2024,2013,11,,2023,Pública,Agata,6.5335560606000005,,,,3.0,Avaliador-14,,Avaliador-3,,Avaliador-15,,,,9.002,6.1363636360000005,4.38,7.1875,,6.75,6.0,7.5,,,,6.996666667,5.0,Fase 2 (5° e 6° ano),-1,,,
RA-879,Aluno-879,1,1A,2024,2014,10,,2023,Pública,Topázio,8.1096318182,,,,3.0,Avaliador-14,,Avaliador-3,,Avaliador-15,,,,9.502,9.090909091,6.26,7.8125,,8.5,8.0,9.0,,,,8.67,5.0,Fase 2 (5° e 6° ano),-1,,,
RA-88,Aluno-88,8,8E,2024,2005,19,,2021,Privada *Parcerias com Bolsa 100%,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,10.0,Fase 8 (Universitários),0,,,
RA-880,Aluno-880,0,ALFA E - G2/G3,2024,2015,8,,2023,Pública,Agata,6.853080434800001,,,,3.0,Avaliador-3,,Avaliador-13,,Avaliador-9,,,,9.502,8.445652174,2.51,7.1875,,6.5,7.5,5.5,,,,7.22,5.0,Fase 1 (3° e 4° ano),-1,,,
RA-884,Aluno-884,0,ALFA B - G2/G3,2024,2015,8,,2023,Pública,Topázio,8.0345030302,,,,3.0,Avaliador-3,,Avaliador-13,,Avaliador-9,,,,10.002,8.818181818,6.26,7.5,,8.75,10.0,7.5,,,,8.223333333,5.0,Fase 1 (3° e 4° ano),-1,,,
RA-885,Aluno-885,0,ALFA D - G2/G3,2024,2015,9,,2023,Pública,Topázio,8.2072,,,,3.0,Avaliador-3,,Avaliador-13,,Avaliador-9,,,,8.502,10.0,7.51,7.5,,8.5,10.0,7.0,,,,8.28,5.0,Fase 1 (3° e 4° ano),-1,,,
RA-886,Aluno-886,0,ALFA E - G2/G3,2024,2016,8,,2023,Pública,Topázio,8.419200000000002,,,,3.0,Avaliador-3,,Avaliador-13,,Avaliador-9,,,,9.502,10.0,8.13,7.5,,8.75,9.0,8.5,,,,8.28,5.0,Fase 1 (3° e 4° ano),-1,,,
RA-888,Aluno-888,0,ALFA D - G2/G3,2024,2016,8,,2023,Pública,Topázio,8.1942,,,,3.0,Avaliador-3,,Avaliador-13,,Avaliador-9,,,,9.002,10.0,6.88,7.5,,8.5,9.0,8.0,,,,8.28,5.0,Fase 1 (3° e 4° ano),-1,,,
RA-889,Aluno-889,0,ALFA B - G2/G3,2024,2015,9,,2023,Pública,Topázio,8.191290909100001,,,,3.0,Avaliador-3,,Avaliador-13,,Avaliador-9,,,,8.502,9.2954545455,6.26,7.5,,9.75,10.0,9.5,,,,8.28,5.0,Fase 1 (3° e 4° ano),-1,,,
